author_id;publication_id
226;164116,154933,145164,137910,136445,114599,107698,94072,107696
227;149313,142838,138356,116694,114341,118217
228;186187,165911,155011,136473,114344,118212
229;136643,122798,118210,117083,100179,94102
230;155009,145173,138349,136491,136469,125769,123544,122195,120813,114696,114539,100182,100173
231;185401,118200,117085
232;132978
233;178854,169017,145216,135511,124528,117002,105100,101016,99108,94462
234;178854,179544,146747,145511,117192,114715,110841,117002,101016,94510,93818,114142
235;178854,168933,145217,121818,116317,117002,101016,94835,94507,94029,110692
236;178854,114710,117002,101016,92542,117087
237;185860,178854,173190,169016,124603,116335,121711,114708,114538,110951,117002,105094,101016,114243,99110,114244,114242,114240
238;179954,175994,174060,144595,117773,114340,114705,114488,110926,110925,110923,104277,102788,102786,100158,97697,95482,94475,94469,94076,93837,92622,92616,114300
239;186515,169884,117773,116464,116315,114714,110936,102789,100162,97698,94028,92634,117036,114306
240;146978,146965,117773,114701,134982,100165,96269
241;172953,179989,134884,134991,133393,117773,114381,114684,110938,116890,105108,134983,134982,96615,94504,93680,93531
242;185941,178288,163348,149668,144226,144203,127224,144202,123814,122004,120889,120865,117773,117169,116454,115780,114381,144251,97700,117199,96010,93683,114316
243;186187,187034,154082,134968,124740,117773,114381,114712,116883,100171,94768,93679
244;124600,117773,114713,114487,110957,134982,93649
245;185760,183552,174551,168516,168256,154715,149316,148931,141650,136981,136524,133979,131508,129091,122817,114628,114623,114559,114552,117025,105131,105128,104297,100069,100067,100063,94544,94477,94459,94280,94279,91502
246;168255,155049,114628,114624,93533,92631,92630,107791,107789,107787,107786,107784
247;185760,186984,138893,123216,116376,114628,114627,94061,117203
248;180309,178854,176172,175353,171030,163348,142644,135733,142384,142383,142382,142381,117192,116452,116356,115931,114618,142641,142380,142379,114679,114390,114223,144153,143202,142378,117007,117006,117002,104411,104408,104369,101016,114145,100143,100141,117206,117201,96323,94231,93814,117200
249;166022,155143,144149,143971,138919,136677,117170,116483,116394,114670,136593
250;136481,118379
251;181842,181439,179964,175332,175254,173047,170853,168899,176179,175251,163160,163159,154024,153066,176182,154459,147009,136757,136194,135084,134905,134754,134753,134750,116447,118366,114812,114764,114219,110958,110956,110954,110950,107733,104397,104391,107736,107735,100104,100103,100100,93436
252;154986,151140,135221,142613,135156,114751,114748,97804,93436
253;186766,170853,145149,144630,147009,140654,134890,135027,116481,114749,94159,93436,91456
254;157057,151366,147065,128818,123034,121582,121282,119474,118296,118295,134997,92340,102645,97853,93040
255;183782,174973,154918,151376,147065,130481,129434,128592,121586,114027,112823,112820,112809,112801,112709,110416,102649,92066
256;140491,121892,121887,120643,120435,113586,113585,112786,112712,102783,102683,102682,102567,97855
257;180701,179301,179300,165025,155407,154906,145889,138372,130481,128890,128592,123358,123031,121967,121962,121954,121586,120354,120308,120101,119609,118440,116968,113090,120264,113924,113704,112823,112783,112708,112707,110420,110416,102678,102419,102417,102416,102414,102411,102410,97798,97788,97703,93312,92142,92069,92068,92042
258;185712,167733,165400,164607,160745,160633,150365,145275,143995,137721,135195,132123,129280,125466,121351,121349,120992,120971,120969,120958,120937,120928,120924,114755,111293,108628,107557,107035,102344,102343,102172
259;185634,185505,181571,179905,182161,178241,176435,170320,155218,147573,144927,144094,143995,143994,141222,137721,135195,132123,129280,125466,122219,121351,121349,121018,121016,121003,120992,120978,120971,120969,120958,120937,120928,120924,120774,118952,115590,115589,114755,114365,114143,113271,113657,112262,112182,112176,112028,111593,108537,108486,108046,107567,107033,102260,102252,102171,100578,99523,96331
260;184605,184386,175165,175005,175004,166088,163022,160346,153796,151471,151470,151383,141452,119996,119992
261;175152,161963,157469,154568,151428,109857
262;184605,184386,175165,175005,175004,166088,163022,160346,151471,151470,141452,119996,119992
263;175522,164654,153796,141632,119006,115081,109923
264;167306,164950,164517,154149,151462,131117,130969,122531,119095,119076,101351,101349,101300,101276,95213,93947
265;186150,184637,182803,182268,174210,173241,167003,164579,148670,147367,171252,135834
266;165466,151479,124628
267;171715,138755,112793,112692,101899,101306,96424,96017,96015,95697,123558,123557,115275,115101,115100,115097,115091
268;185981,185038,167161,165297,156215,147212,145807,145252,141529,137356,135566,133281,126794,126792,117288,114982,116542,114185,112263,108243,105989,103334,101894,100850,105742,97003,95973,115059
269;107010
270;186759,185265,181942,173191,167139,151020,150892,147617,147419,147414,145446,143752,142259,139871,130388,126206,123201,123096,120473,119974,119944,118958,118955,117920,112667,108786,102326,101829,100943,100687,100942,97429
271;164112,160794,152955,147728,145978,137534,130708,124305,120640,114380,113621,112810,112790,112718,112710,152957
272;160799,147728,121879,112998
273;164579,160485,160263,154648,152955,147839,147324,145958,144801,134795,137537,131038,122537,113015,112810,112718,112710,102399
274;164579,160263,153015,147839,145960,145958,134795,131038,124765,112718
275;160736,147728,139470,130573,114027,112797
276;122537,121879,113015,112998
277;144797,134791
278;167785,163109,153475,149462,145473,144816,144813,144515,141125,111827,110939,110778
279;153475,153470,149462,144813,125469,134369,110939,110772
280;153475,153470,144813,141125,136613,119860,119858,119849,119581,119561,110768
281;140895,140562,140561,130497,125416,125415,122750,118489,117942,125439,110889,110862
282;160628,160504,160384,160383,150781,148553,133695,128490,128000,125627,125625,117955,117935
283;148560,122314,120121,110861
284;153546,128939,123303,123236,118615,116211,108667,108491,108485,108484,106977,91734
285;175306,140628,134260,125790,138641,120201,118199,116516,116515,116153,114485,115751,101583
286;181729,152762,145122,131432,123302,119873,118002,115396,134339,106978,101584,101551
287;123813,133435,108821,91824
288;183611,183227,180404,175931,173306,168109,156039,122720,120310,118500,95964
289;167139,165160,150892,132903,125935,123142,121253,116190,109831,100942,97429
290;153546,128939,123236,118615,116211,108667,108491,108485,108484,106977,91734
291;182695,182186,174496,173527,172113,172025,166228,153895,153123,147887,147250,146899,140823,136875,136427,136401,129624,129611,129427,128309,116381,116195,115674,107017,101516,134414
292;166671,136872,128309,122310,115307,115020,105725,104862,104393,102130,100681,96404,96398,95471
293;169860,164581,155334,149846,149367,146100,144597,135281,133811,131481,123386,120921,120454,115867,135023,106992
294;175832,123345,116761,116219
295;170058,147129,117123,117113
296;183706,176306,145719,119872,119869,101620,101619
297;182625,174527,170859,166845,166843,164819,163911,130676,129620,115855,114287,114096
298;166713,155825,136760,131155,101535,96941
299;166709,145719,137614,123510,123343,120039,119873,119872,119869,116218,101619
300;156010,154413,135281,133811,117110,111119,94283,92469,107715
301;165070,150633,107059,102106,101581,98454
302;175973,172517,171302,145006,133790,130148,114519,178690,100448,100436,93759,178873,178954,179495,178970
303;171867,143597,143570,136928,127768,123219,110308,110307,109964
304;160860,149060,137596,123438,116962,136987,112508,110309,103265,102917,108396
305;176134,154792,155920,155292,141359,156121,156116,154920,120702,119067,117822,157367,119472,110321,110313,109957
306;172529,168897,163846,163327,162835,162691,154440,151399,162937,163220,119467,117825,114522,154921,111610,109867,155061
307;163720,162987,124854,148981
308;157071
309;185298,145547,113486,134677
310;185298,176087,175528,172937,168817,156727,163980,163978,157081,134680,125560,124120,113486,134677,102883
311;175485,163389,110658,150924
312;150806,150912
313;175485,175046,130628
314;135010,110229,103701,150983,150979
315;174081,140692,151293
316;179542,175485,149221,151109,150922,151118,150928
317;111959,101151
318;143323,141330,118967,134764,110297,109848,102920,101238,100481,93301
319;184818,184796,169957,169855,167857,162564,161256,184718,148702,140279,139463,139455,139451,136276,131320,128355,126935,125998,118535,117511,117510,117273,111084,109728,108018,107833,107832,106735
320;185048,114101
